text,label
"How many of the football clubs in the Premier League are based in London?",conversational
"When the colors were first worn, what team did Barcelona play?",conversational
"Why was Professor David Graeber hired during the strike?",conversational
"What was standard written Slovak partially modeled on?",conversational
"Where are the origins of Freemasonry?",conversational
"The time span that is counted as the non-classical for the Greeks is from eras ?",conversational
"How much natural gas is Egypt producing in a day?",conversational
" What is non-LED lighting more susceptible to than incandescent light?",conversational
"What was the goal of universal encyclopedias?",conversational
"Most people today describe their dogs as what?",conversational
"Arnold J Toynbee believed what?",conversational
"What was the wealthiest area during the Six Dynasties?",conversational
"What state notably executes 80% of those given the death penalty?",conversational
"What was used in first recordings of vinyl records?",conversational
"Which humans does evolutionary anthropology concern itself with the biological and cultural evolution of?",conversational
"Who discussed rumors of a mysterious ""MacIntosh"" project in 1983?",conversational
"What climate zone does Philadelphia fall under?",conversational
"What did the the Hongwu Emperor want to continue to promote?",conversational
"How many legislative assemblies are  held each year?",conversational
"Low-voltage AC overhead systems are not only for what?",conversational
" What is the name of Mambert's book?",conversational
" Along with anxiety, what is not an example of directionless emotion?",conversational
"What was Richard Scudamore's job?",conversational
"What was supposed to be the original release date for The College Dropout?",conversational
"Which Russian rocket carries passengers to and from the International Space Station?",conversational
